200 100 3 31
200 200 6 10
200 300 10 2
200 600 29 1
200 1200 64 0
200 1800 82
200 2400 101
200 3000 116
300 100 1 51
300 200 4 18
300 300 7 6
300 600 18 2
300 1200 49 0
400 1800 63
400 2400 78
400 3000 90
600 100 1 105
600 200 1 36
600 300 4 20
600 600 8 4
600 1200 27 3
600 1800 47
600 2400 66
600 3000 80
800 600 5
800 1200 22
800 1800 40
800 2400 55
1000 600 4
1000 1200 15
1000 1800 31
1000 2400 51
